year,pac_name,country_of_origin,parent_company,dems,repubs,total
2014,Ericsson Inc,Sweden,Telefonaktiebolaget LM Ericsson,0,3500,3500
2014,Essroc Corp,Italy,Italcementi Group,1500,0,1500
2014,Experian,UK,Experian,165100,279000,445100
2014,Farmers Group (Zurich Insurance Group),Switzerland,Zurich Insurance Group,84500,219200,303700
2014,First Hawaiian Bank (BNP Paribas),France,BNP Paribas,10750,500,11250
2014,Food Lion,Belgium,Delhaize Group,5200,5000,10200
2014,Foster Wheeler,Switzerland,Foster Wheeler PLC,0,0,0
2014,Fresenius Medical Care North America,Germany,Fresenius Medical Care,91000,107000,198000
2014,G4S Secure Solutions,UK,G4S plc,5000,12500,17500
2014,Gavilon (Marubeni Corp),Japan,Marubeni Corp,4000,8000,12000
2014,GDF Suez Energy North America,France,GDF SUEZ,18000,28000,46000
2014,Genentech Inc (Roche Holdings),Switzerland,Roche Holdings,180500,123500,306500
2014,General Cigar Co,Sweden,Scandinavian Tobacco Group,6500,5500,12000
2014,Genzyme Corp (Sanofi),France,Sanofi,6000,1000,7000
2014,Gerdau Ameristeel Corp,Brazil,Gerdau Inc,0,0,0
2014,GKN Corp,UK,GKN PLC,3000,3000,6000
2014,Glanbia Foods (Glanbia PLC),Ireland,Glanbia PLC,0,4500,4500
2014,Glanbia Performance Nutrition (Glanbia PLC),Ireland,Glanbia plc,0,0,0
2014,GlaxoSmithKline,UK,GlaxoSmithKline,174500,263500,440000
2014,Glover Park Group (WPP plc),UK,WPP plc,91300,48500,139800
2014,Grand Trunk Western-Illinois Central RR,Canada,Canadian National Railway,21250,38000,59250
2014,Great-West Life & Annuity Insurance (Power Financial Corp),Canada,Power Financial Corp,19000,17500,36500
2014,Greyhound Lines,UK,FirstGroup PLC,6500,10000,16500
2014,Grifols Inc (Grifols SA),Spain,Grifols SA,48000,33000,83000
2014,Gtech Corp,Italy,B&D Holding Di Marco Drago e C Sapa,17600,3600,21200
2014,Heineken USA,Netherlands,L'Arche Green NV,18340,9500,27840
2014,Henkel Corp (Henkel KGaA),Germany,Henkel KGaA,4000,2000,6000
2014,Herbalife International of America,UK,Herbalife International,88100,58600,146700
2014,Hoffmann-La Roche (Roche Holdings),Switzerland,Roche Holdings,4000,2000,2000
2014,Holcim US,Switzerland,Holcim Ltd,22000,54100,76100
2014,HSBC North America,UK,HSBC Holdings,83500,92500,176000
2014,Iberdrola Renewables (Iberdrola SA),Spain,Iberdrola SA,15000,3500,18500
2014,Iberdrola USA (Iberdrola SA),Spain,Iberdrola SA,73000,29500,102500
2014,ICAP North America,UK,ICAP plc,0,0,0
2014,Infineon Technologies,Germany,Infineon Technologies AG,250,0,250
2014,Ingersoll-Rand,Ireland,Ingersoll Rand Co,15500,29000,44500
2014,Intelsat US,Luxembourg,Intelsat Holdings,22500,20000,45000
2014,Intergraph Corp,Sweden,Hexagon AB,0,2000,2000
2014,International Securities Exchange,Germany,Deutsche Boerse,41500,26500,68000
2014,Jackson National Life Insurance,UK,Prudential PLC,41000,115960,159460
2014,JBS USA,Brazil,JBS SA,14000,128500,142500
2014,Jeld-Wen Inc (Onex Corp),Canada,Onex Corp,2000,7600,9600
2014,John Hancock Life Insurance,Canada,Manulife Financial,52500,56500,109000
2014,Kawasaki Heavy Industries,Japan,Kawasaki Heavy Industries,0,0,0
2014,Keystone Foods,Brazil,Marfrig Global Foods,0,2000,2000
2014,LaFarge North America,France,Lafarge SA,17000,23500,40500
2014,Learjet Inc (Bombardier Inc),Canada,Bombardier Inc,1500,4000,5500
2014,Lehigh Hanson,Germany,HeidelbergCement AG,7500,51000,58500
2014,Linde North America,Germany,Linde AG,33500,68850,102350
2014,Louis Dreyfus Commodities,Netherlands,Louis Dreyfus Group,2000,43700,45700
2014,Lundbeck Inc,Denmark,H Lundbeck A/S,8500,6000,14500
2014,LyondellBasell Industries,Netherlands,LyondellBasell Industries,24000,87500,112500
2014,M-E Companies,Canada,IBI Group,0,500,500
2014,Maersk Inc (AP Moller-Maersk),Denmark,AP Moller-Maersk,42600,66500,109100
2014,Magna US,Canada,Magna International,1000,0,1000
2014,Mallinckrodt Pharmaceuticals,UK,Mallinckrodt Plc,0,0,0
2014,Marinette Marine,Italy,Fincantieri-Cantieri Navali Italiani SpA,3750,18500,22250
2014,Massachusetts Financial Services (Sun Life Financial),Canada,Sun Life Financial Services,9500,15000,25500
2014,MBDA Inc,UK,MBDA,0,16400,16400
2014,McDermott International (McDermott International),Panama,McDermott International,2000,24600,26600
2014,Medimmune Inc (AstraZeneca PLC),UK,AstraZeneca PLC,3500,2500,6000
2014,Millennium Pharmaceuticals (Takeda Pharmaceutical Co),Japan,Takeda Pharmaceutical Co,3700,4500,8200
2014,MillerCoors LLC,UK,SABMiller PLC,48000,142500,190500
2014,Miraca Life Sciences,Japan,Miraca Holdings,13500,16000,29500
2014,Mitsubishi Hitachi Power Systems,Japan,Mitsubishi Hitachi Power Systems,0,1000,1000
2014,Morpho Detection (Safran Identity & Security),France,Safran Identity & Security,3000,4000,7000
2014,MorphoTrust USA (Safran Identity & Security),France,Safran Identity & Security,12000,8000,20000
2014,Motorola Mobility (Lenovo Group),China,Lenovo Group,3500,1000,4500
2014,MUFG Americas,Japan,Mitsubishi UFJ Financial Group,2500,4000,6500
2014,Munich American Reassurance,Germany,Munich Re Group,0,0,0
2014,Nammo Talley Inc,Norway,Nammo AS,3250,9000,12250
2014,National Cement Co,France,Vicat Group,0,3000,3000
2014,National Grid USA (National Grid plc),UK,National Grid plc,70350,28500,99850
2014,National Grid USA (National Grid plc),UK,National Grid plc,0,0,0
2014,Natixis Global Asset Management,France,Groupe BPCE,5000,6100,11100
2014,Nestle Purina PetCare (Nestle SA),Switzerland,Nestle SA,8000,30000,38000
2014,Nestle Waters North America (Nestle SA),Switzerland,Nestle,8000,9500,17500
2014,Nomura Holding America,Japan,Nomura Holdings,46500,41500,88000
2014,Novartis Corp (Novartis AG),Switzerland,Novartis AG,171000,153250,326250
2014,Novo Nordisk,Denmark,Novo Nordisk A/S,196090,211848,407938
2014,Novocure Inc,UK,Novocure,10400,18200,28600
2014,Oldcastle Materials,Ireland,CRH PLC,136500,189500,326500
2014,Otsuka America (Otsuka Pharmaceutical),Japan,Otsuka Pharmaceutical,0,0,0
2014,Parsons Brinckerhoff,UK,Balfour Beatty,96450,46750,143200
2014,Pernod Ricard USA,France,Pernod Ricard SA,9000,8775,17775
2014,Peter Pan Seafoods,Japan,Maruha Nichiro Holdings,3250,2500,5750
2014,Pharmavite LLC (Otsuka Pharmaceutical),Japan,Otsuka Pharmaceutical,25000,32500,57500
2014,Philips Electronics North America (Philips Electronics),Netherlands,Philips Electronics,34550,56750,91300
2014,Philips Medical Systems (Philips Electronics),Netherlands,Philips Electronics,0,0,0
2014,PotashCorp,Canada,Potash Corporation of Saskatchewan,2000,17500,19500
2014,Prime Policy Group (WPP plc),UK,WPP plc,20750,31750,52500
2014,Putnam Investments (Power Financial Corp),Canada,Power Financial Corp,4600,26223,30823
2014,RBC Bank (Royal Bank of Canada),Canada,Royal Bank of Canada,9000,12200,21200
2014,Reed Elsevier Inc,UK,Reed Elsevier Group,32000,36100,68100
2014,Renewable Energy Systems Americas,UK,Renewable Energy Systems,23500,8000,31500
2014,Res-Care Inc (Onex Corp),Canada,Onex Corp,1500,12500,14000
2014,Resolute FP US,Canada,Resolute Forest Products,7500,40500,48000
2014,Rio Tinto America,UK,Rio Tinto Group,6000,11500,18500
2014,Rolls-Royce North America (Rolls-Royce PLC),UK,Rolls-Royce PLC,67000,171000,238000
2014,Royal Ten Cate USA,Netherlands,Koninklijke Ten Cate,7500,14000,21500
2014,Safelite Group,Belgium,D'Ieteren SA,0,1000,1000
2014,Sanofi US (Sanofi),France,Sanofi,168000,272775,442775
2014,Sanofi-Pasteur Inc (Sanofi),France,Sanofi,22000,88500,110500
2014,Santander Bank (Banco Santander),Spain,Banco Santander,0,0,0
2014,SAP America,Germany,SAP AG,76100,41500,117600
2014,Securitas Security Services USA,Sweden,Securitas AB,1300,9500,10800
2014,Serco Inc,UK,Serco Group,43100,89500,138600
2014,Shell Oil,Netherlands,Royal Dutch Shell,23100,74000,97100
2014,Shire Pharmaceuticals (Shire Plc),UK,Shire Plc,0,0,0
2014,Siemens Corp,Germany,Siemens AG,130400,159500,291900
2014,Skilled Healthcare Group (Onex Corp),Canada,Onex Corp,9000,24100,33100
2014,Smith & Nephew,UK,Smith & Nephew Plc,16000,37500,53500
2014,Smithfield Foods,China,WH Group,33000,67700,100700
2014,Smiths Group Services Corp,UK,Smiths Group PLC,33500,74000,107500
2014,Sodexo Inc,France,Sodexo,8000,1000,9000
2014,Solvay America,Belgium,Solvay SA,10500,11000,21500
2014,SonoSite Inc,Japan,FujiFilm,0,0,0
2014,Sony Pictures Entertainment (Sony Corp),Japan,Sony Corp,144498,87000,232498
2014,Space Systems/Loral,Canada,MacDonald Dettwiler & Assoc,6000,4000,10000
2014,Sprint Communications (SoftBank Corp),Japan,Softbank Corp,133500,169500,306000
2014,SSAB Americas,Sweden,SSAB AB,5000,10000,15000
2014,StandardAero,United Arab Emirates,Dubai Aerospace Enterprise,13500,13500,27000
2014,Sunovion Pharmaceuticals,Japan,Sumitomo Chemical,9000,11000,20000
2014,Sunpower Corp,France,Total SA,9100,2000,11100
2014,Swedish Match North America (Swedish Match AB),Sweden,Swedish Match AB,6000,34600,40600
2014,Swiss Re America,Switzerland,Swiss Reinsurance,4500,11000,15500
2014,Syngenta Corp,Switzerland,Syngenta AG,16250,69500,85750
2014,T-Mobile USA,Germany,Deutsche Telekom AG,213500,152000,368500
2014,Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co),Japan,Takeda Pharmaceutical Co,53000,51000,104000
2014,Tate & Lyle Americas (Tate & Lyle),UK,Tate & Lyle,2000,19600,21600
2014,TD Bank USA,Canada,Toronto-Dominion Bank,44750,50500,95250
2014,TE Connectivity,Switzerland,TE Connectivity,25000,86000,111000
2014,Terumo BCT,Japan,Terumo Corp,0,0,0
2014,Teva Pharmaceuticals USA,Israel,Teva Pharmaceutical Industries,48500,115000,163500
2014,Toyota Motor North America,Japan,Toyota Motor Corp,124000,160000,284000
2014,TracFone Wireless,Mexico,America Movil,0,2000,2000
2014,TransAmerica,Netherlands,Aegon NV,117000,171000,288000
2014,Transcanada USA Services,Canada,TransCanada Corp,2500,13000,15500
2014,Travelport Inc,UK,Travelport Ltd,0,3000,3000
2014,Tronox Inc,Australia,Tronox Ltd,0,0,0
2014,Tyco International (Tyco International),Ireland,Tyco International,130000,234750,364750
2014,UBS Americas,Switzerland,UBS AG,670000,808750,1481250
2014,UCB Inc (UCB SA),Belgium,UCB SA,0,0,0
2014,Ultra Electronics USA,UK,Ultra Electronics,0,0,0
2014,United Illuminating (Iberdrola SA),Spain,Iberdrola SA,0,0,0
2014,United Water,France,SUEZ Environnement,23600,500,24100
2014,Universal Music Group (Vivendi Universal),France,Vivendi Universal,45250,44500,89750
2014,VT Halter Marine,Singapore,ST Engineering,750,12000,13250
2014,Weatherford US,UK,Weatherford International,0,1000,1000
2014,Westfield Corp,Australia,Westfield Group of Australia,19655,500,20155
2014,Westinghouse Electric,Japan,Toshiba Corp,26500,87500,114000
2014,Wexler & Walker Public Policy Assoc (WPP plc),UK,WPP plc,30000,34000,64000
2014,Willis North America,UK,Willis Group Holdings,1000,4500,5500
2014,XL America,Ireland,XL Group PLC,0,0,0
2014,Zurich Insurance (Zurich Insurance Group),Switzerland,Zurich Insurance Group,100000,88500,188500
2016,7-Eleven,Japan,Seven & I Holdings,0,0,0
2016,ABB Group (ABB Group),Switzerland,Asea Brown Boveri,7000,2500,9500
2016,ABB Group (ABB Group),Switzerland,Asea Brown Boveri,1000,10000,11000
2016,Accenture (Accenture),Ireland,Accenture plc,124500,201500,326000
2016,Advance America Cash Advance Centers (Grupo Salinas),Mexico,Grupo Salinas,33000,49050,82050
2016,Air Liquide America,France,L'Air Liquide SA,9500,24000,35000
2016,Airbus Group,Netherlands,Airbus Group,31500,135950,167450
2016,Alkermes Inc,Ireland,Alkermes Plc,25200,96500,121700
2016,Allergan Inc (Allergan PLC),Ireland,Allergan PLC,29000,123000,152000
2016,Allergan Inc (Allergan PLC),Ireland,Allergan PLC,2000,35596,37596
2016,Allianz of America (Allianz),Germany,Allianz AG Holding,21850,64750,86600
2016,Altice USA (Altice NV),Netherlands,Altice NV,48900,14000,62900
2016,AMG Vanadium,Netherlands,AMG Advanced Metallurgical Group,0,500,500
2016,Anheuser-Busch (Anheuser-Busch InBev),Belgium,Anheuser-Busch InBev,224500,351074,575574
2016,AON Corp (AON plc),UK,AON PLC,39500,87700,127200
2016,APL Ltd (CMA CGM),France,CMA CGM SA,23500,23500,47000
2016,Arcadis US (Arcadis NV),Netherlands,Arcadis NV,1000,7500,8500
2016,ArcelorMittal USA,Luxembourg,ArcelorMittal,29000,43500,72500
2016,Arch Capital Group (US),UK,Arch Capital Group,3000,2500,5500
2016,AREVA Inc (AREVA Group),France,Areva Group,26750,77500,104250
2016,AREVA Inc/New Mexico (AREVA Group),France,Areva Group,0,0,0
2016,Arkema Inc,France,Arkema,24750,41000,65750
2016,Ashta Chemicals,Mexico,Bigshire Mexico,0,2700,2700
2016,Ashton Woods Homes,Canada,Great Gulf Group,2000,7500,9500
2016,Astellas US,Japan,Astellas Pharma,98500,145500,244000
2016,AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK,AstraZeneca PLC,239000,288500,527500
2016,Atkins North America,UK,WS Atkins PLC,0,500,500
2016,Austal USA (Austal Ltd),Australia,Austal Ltd,1000,26000,27000
2016,Avangrid Inc (Iberdrola SA),Spain,Iberdrola SA,67700,36500,106700
2016,AXA Equitable Life Insurance (AXA),France,AXA,64500,129500,194000
2016,Bacardi USA,UK,Bacardi Ltd,12000,30960,42960
2016,BAE Systems (BAE Systems),UK,BAE Systems,237000,377500,615500
2016,BancWest Corp (BNP Paribas),France,BNP Paribas,2500,15000,17500
2016,Barclays Group US,UK,Barclays plc,37000,47500,87000
2016,Barrick Goldstrike Mines,Canada,Barrick Gold Corp,34500,51000,85500
2016,BASF Corp,Germany,BASF SE,217750,460486,678236
2016,Baxalta (Shire PLC),Ireland,Shire Plc,12000,5500,17500
2016,Bayer Corp (Bayer AG),Germany,Bayer AG,105000,375000,480000
2016,BBVA Compass,Spain,Banco Bilbao Vizcaya Argentaria,48000,203625,251625
2016,Beam Suntory (Suntory Holdings),Japan,Suntory Holdings,11000,24632,35632
2016,BMO Financial Corp (Bank of Montreal),Canada,Bank of Montreal,0,0,0
2016,BMO Harris Bank (Bank of Montreal),Canada,Bank of Montreal,29200,27000,56200
2016,Boehringer Ingelheim Corp,Germany,CH Boehringer Sohn,116000,97000,213000
2016,Bombardier Transportation USA (Bombardier Inc),Canada,Bombardier Inc,11000,32500,43500
2016,BP North America,UK,BP PLC,152500,262000,414500
2016,Bridgestone Americas,Japan,Bridgestone Corp,10000,24500,34500
2016,Bumble Bee Foods,UK,Lion Capital,6000,11000,17000
2016,Buzzi Unicem USA,Italy,Buzzi Unicem SpA,0,2000,2000
2016,CalPortland Co,Japan,Taiheiyo Cement Co,9000,67500,76500
2016,Carmeuse Lime,Netherlands,Carmeuse SA,0,3000,3000
2016,Case New Holland,Netherlands,CNH Industrial,7500,94500,102000
2016,CEMEX Inc,Mexico,CEMEX SAB de CV,62500,264000,326500
2016,CGI Technologies & Solutions,Canada,CGI Group,23000,46000,69000
2016,Chicago Bridge & Iron,Netherlands,Chicago Bridge & Iron NV,38000,115500,153500
2016,Chubb Group of Insurance Companies (Chubb INA),Switzerland,Chubb Ltd,71500,111500,183000
2016,Chubb INA (Chubb INA),Switzerland,Chubb Ltd,53000,111600,164600
2016,Cobham Management Services,UK,Cobham PLC,60750,137000,197750
2016,Columbia Pipeline Group (TransCanada Corp),Canada,TransCanada Corp,37000,149000,186000
2016,Commonwealth-Altadis (Imperial Brands),UK,Imperial Tobacco Group,2500,30500,33000
2016,Continental Automotive Systems (Continental AG),Germany,Continental AG,41500,67500,109000
2016,Covestro LLC (Bayer AG),Germany,Bayer AG,0,2000,2000
2016,Covidien US (Medtronic Inc),Ireland,Medtronic Plc,0,1000,1000
2016,Credit Suisse Securities,Switzerland,Credit Suisse Group,165200,217750,382950
2016,CSL Behring,Australia,CSL Ltd,18250,55200,73450
2016,Cytec Engineered Materials (Solvay SA),Belgium,Solvay SA,0,4700,4700
2016,Daiichi Sankyo Inc,Japan,Daiichi Sanyko,33500,87500,121000
2016,Daimler Trucks North America (Daimler AG),Germany,Daimler AG,0,0,0
2016,Delhaize America,Belgium,Ahold Delhaize,5000,9500,14500
2016,Delphi Automotive,UK,Delphi Automotive,2000,8500,10500
2016,Deutsche Bank Securities,Germany,Deutsche Bank AG,5200,41500,46700
2016,DHL (Deutsche Post AG),Germany,Deutsche Post AG,0,3000,3000
2016,Diageo North America (Diageo PLC),UK,Diageo PLC,40174,57353,97527
2016,Direct Energy Inc,UK,Centrica Plc,1000,2000,3000
2016,Eaton Corp (Eaton Corp),Ireland,Eaton Plc,10500,59450,69950
2016,EDF Renewable Energy,France,EDF Group,15750,11000,26750
2016,EDP Renewables NA,Portugal,EDP - Energias de Portugal,5000,4500,10500
2016,Eisai Inc,Japan,Eisai Co Ltd,29500,26500,56000
2016,Elbit Systems of America,Israel,Elbit Systems Ltd,7000,52250,59250
2016,Elekta Inc (Elekta AB),Sweden,Elekta AB,11500,38000,49500
2016,Embraer Aircraft Holdings,Brazil,Embraer-Empresa Brasileira de Aeronautic,4000,28700,32700
2016,EMD Serono Inc,Germany,Merck KGaA,49000,45000,94000
2016,Empower Retirement (Power Financial Corp),Canada,Power Financial Corp,4000,16200,20200
2016,EnCana Oil & Gas USA,Canada,EnCana Corp,1500,2500,4000
2016,Endo Pharmaceuticals,Ireland,Endo International,24000,82500,106500
2016,ENGIE North America,France,ENGIE,27500,59000,89000
2016,Ericsson Inc,Sweden,Telefonaktiebolaget LM Ericsson,3000,9500,12500
2016,Essent US Holdings,UK,Essent Group,0,0,0
2016,Essroc Corp,Italy,Italcementi Group,500,0,500
2016,Experian,UK,Experian,187000,386500,573500
2016,Farmers Group (Zurich Insurance Group),Switzerland,Zurich Insurance Group,106122,294100,400222
2016,Fincantieri Marinette Marine,Italy,Fincantieri-Cantieri Navali Italiani SpA,5500,19000,24500
2016,First Hawaiian Bank (BNP Paribas),France,BNP Paribas,13600,0,13600
2016,Fresenius Medical Care North America,Germany,Fresenius Medical Care,83000,95500,178500
2016,G4S Secure Solutions,UK,G4S plc,7700,10000,17700
2016,Gavilon (Marubeni Corp),Japan,Marubeni Corp,3500,24500,28000
2016,GE Appliances,China,Haier Group,0,0,0
2016,Genentech Inc (Roche Holdings),Switzerland,Roche Holdings,171000,212500,383500
2016,General Cigar Co,Sweden,Scandinavian Tobacco Group,1000,15000,16000
2016,Gerdau Ameristeel Corp,Brazil,Gerdau Inc,16500,15000,31500
2016,GKN Corp,UK,GKN PLC,5500,4000,9500
2016,Glanbia Foods (Glanbia PLC),Ireland,Glanbia PLC,0,850,850
2016,GlaxoSmithKline,UK,GlaxoSmithKline,181000,250000,431000
2016,Glover Park Group (WPP plc),UK,WPP plc,82000,46750,128750
2016,Grand Trunk Western-Illinois Central RR,Canada,Canadian National Railway,13250,30750,44000
2016,Great-West Life & Annuity Insurance (Power Financial Corp),Canada,Power Financial Corp,6000,2000,8000
2016,Greyhound Lines,UK,FirstGroup PLC,2500,11500,14000
2016,Heineken USA,Netherlands,L'Arche Green NV,27500,22500,50000
2016,Herbalife International of America,UK,Herbalife International,30500,29600,60100
2016,Hoffmann-La Roche (Roche Holdings),Switzerland,Roche Holdings,4000,8500,12500
2016,Holcim US (LafargeHolcim),Switzerland,LaFargeHolcim,19500,55250,74750
2016,Horizon Pharma USA,Ireland,Horizon Pharma PLC,6400,10800,17200
2016,HSBC North America,UK,HSBC Holdings,98000,156500,254500
2016,ICAP North America,UK,TP ICAP plc plc,5000,17500,22500
2016,Infineon Technologies,Germany,Infineon Technologies AG,500,1000,1500
2016,Ingersoll-Rand,Ireland,Ingersoll Rand Co,6000,28500,34500
2016,Intelsat US,Luxembourg,Intelsat Holdings,25500,47500,73000
2016,Intergraph Corp,Sweden,Hexagon AB,0,0,0
2016,International Game Technology (B&D Holding Di Marco Drago e C Sapa),Italy,B&D Holding Di Marco Drago e C Sapa,8000,7000,15000
2016,International Game Technology (B&D Holding Di Marco Drago e C Sapa),Italy,B&D Holding Di Marco Drago e C Sapa,30500,47950,78450
2016,ITG Brands (Imperial Brands),UK,Imperial Brands,16000,91500,107500
2016,Jackson National Life Insurance,UK,Prudential PLC,42500,154000,196500
2016,JBS USA,Brazil,JBS SA,7000,61500,68500
2016,Jeld-Wen Inc (Onex Corp),Canada,Onex Corp,0,2600,2600
2016,John Hancock Life Insurance,Canada,Manulife Financial,52000,45000,97000
2016,Johnson Controls (Johnson Controls International),Ireland,Johnson Controls International,100750,242750,343500
2016,Johnson Controls (Johnson Controls International),Ireland,Johnson Controls International,10500,11000,21500
2016,Kawasaki Heavy Industries,Japan,Kawasaki Heavy Industries,0,0,0
2016,Keystone Foods,Brazil,Marfrig Global Foods,0,0,0
2016,LafargeHolcim (LafargeHolcim),France,Lafarge SA,2500,8500,11000
2016,Lehigh Hanson,Germany,HeidelbergCement AG,12000,113500,125500
2016,Leonardo DRS,Italy,Leonardo-Finmeccanica,70500,162500,233000
2016,Linde North America,Germany,Linde AG,19500,34500,54000
2016,Livanova Inc,UK,Livanova plc,2000,9000,11000
2016,Louis Dreyfus Co,Netherlands,Louis Dreyfus Group,6000,31400,37400
2016,Lundbeck Inc,Denmark,H Lundbeck A/S,17500,33500,51000
2016,LyondellBasell Industries,Netherlands,LyondellBasell Industries,29500,88000,117500
2016,M-E Companies,Canada,IBI Group,0,0,0
2016,Maersk Inc (AP Moller-Maersk),Denmark,AP Moller-Maersk,20000,41500,61500
2016,Magna US,Canada,Magna International,2000,0,2000
2016,Mallinckrodt Pharmaceuticals,UK,Mallinckrodt Plc,24000,77500,101500
2016,Massachusetts Financial Services (Sun Life Financial),Canada,Sun Life Financial Services,8000,14500,22500
2016,MBDA Inc,UK,MBDA,0,9500,9500
2016,Medimmune Inc (AstraZeneca PLC),UK,AstraZeneca PLC,0,0,0
2016,Medtronic Inc (Medtronic Inc),Ireland,Medtronic Plc,161500,205000,366500
2016,MillerCoors LLC (Molson Coors Brewing),Canada,Molson Coors Brewing,59500,107000,166500
2016,Miraca Life Sciences,Japan,Miraca Holdings,5000,8500,13500
2016,Mitsubishi Hitachi Power Systems,Japan,Mitsubishi Hitachi Power Systems,0,14900,14900
2016,Morpho Detection (Safran Identity & Security),France,Safran Identity & Security,5500,9000,14500
2016,MorphoTrust USA (Safran Identity & Security),France,Safran Identity & Security,6689,24000,30689
2016,MUFG Americas,Japan,Mitsubishi UFJ Financial Group,6000,3500,9500
2016,Munich American Reassurance,Germany,Munich Re Group,0,0,0
2016,Mylan Inc,Netherlands,Mylan NV,23000,45000,68000
2016,Nammo Talley Inc,Norway,Nammo AS,4250,5000,9250
2016,National Cement Co,France,Vicat Group,0,5400,5400
2016,National Grid USA (National Grid plc),UK,National Grid plc,50500,25000,75500
2016,Natixis Global Asset Management,France,Groupe BPCE,4500,10000,14500
2016,Nestle Purina PetCare (Nestle SA),Switzerland,Nestle SA,5000,21000,26000
2016,Nestle Waters North America (Nestle SA),Switzerland,Nestle,10246,11500,22746
2016,Nokia Solutions & Networks (Nokia Inc),Finland,Nokia,9500,24700,34200
2016,Nomura Holding America,Japan,Nomura Holdings,43500,65000,108500
2016,Novartis Corp (Novartis AG),Switzerland,Novartis AG,137500,135250,272750
2016,Novo Nordisk,Denmark,Novo Nordisk A/S,194852,262499,458351
2016,Novocure Inc,UK,Novocure,0,29600,29600
2016,Oldcastle Materials,Ireland,CRH PLC,130280,221950,352230
2016,Otsuka America (Otsuka Pharmaceutical),Japan,Otsuka Pharmaceutical,18000,15000,33000
2016,Patheon Pharmaceuticals,Netherlands,Patheon NV,0,2500,2500
2016,Permobil Inc (Investor AB),Sweden,Investor AB,2500,10750,13250
2016,Pernod Ricard USA,France,Pernod Ricard SA,2500,2000,4500
2016,Peter Pan Seafoods,Japan,Maruha Nichiro Holdings,750,500,1250
2016,Pharmavite LLC (Otsuka Pharmaceutical),Japan,Otsuka Pharmaceutical,35000,37093,72093
2016,Philips Electronics North America (Philips),Netherlands,Philips,18500,46000,64500
2016,PotashCorp,Canada,Potash Corporation of Saskatchewan,1500,16000,17500
2016,Prime Policy Group (WPP plc),UK,WPP plc,17000,35000,52000
2016,Private Bank Inc,Canada,Canadian Imperial Bank of Commerce,0,2000,2000
2016,Protective Life Corp (Dai-Ichi Life),Japan,Dai-Ichi Life,6000,41900,47900
2016,Putnam Investments (Power Financial Corp),Canada,Power Financial Corp,7000,16030,23030
2016,RBC Bank (Royal Bank of Canada),Canada,Royal Bank of Canada,27100,24700,51800
2016,RELX Inc,UK,RELX Group,96657,116460,213117
2016,Renewable Energy Systems Americas,UK,Renewable Energy Systems,10400,4000,14400
2016,Res-Care Inc (Onex Corp),Canada,Onex Corp,3000,11950,14950
2016,Resolute FP US,Canada,Resolute Forest Products,16000,53000,69000
2016,Rio Tinto America,UK,Rio Tinto Group,3500,14500,18000
2016,Roho Group (Investor AB),Sweden,Investor AB,5250,3000,8250
2016,Rolls-Royce North America (Rolls-Royce PLC),UK,Rolls-Royce PLC,65000,180825,245825
2016,Royal Ten Cate USA,Netherlands,Koninklijke Ten Cate,7881,31500,39381
2016,Safelite Group,Belgium,D'Ieteren SA,0,4000,4000
2016,Samsung Electronics America,South Korea,Samsung Group,0,0,0
2016,Sanofi Genzyme (Sanofi),France,Sanofi,35500,7000,42500
2016,Sanofi US (Sanofi),France,Sanofi,174000,392475,566475
2016,Sanofi-Pasteur Inc (Sanofi),France,Sanofi,23000,64500,87500
2016,Santander Bank (Banco Santander),Spain,Banco Santander,0,0,0
2016,SAP America,Germany,SAP SE,77500,48200,125700
2016,Securitas Security Services USA,Sweden,Securitas AB,0,23500,23500
2016,Serco Inc,UK,Serco Group,25000,35000,60000
2016,Shell Oil,Netherlands,Royal Dutch Shell,15000,73500,88500
2016,Shire Holdings US (Shire PLC),Ireland,Shire Plc,12250,15000,27250
2016,Shire Regenerative Medicine (Shire Plc),UK,Shire Plc,0,0,0
2016,Siemens Corp,Germany,Siemens AG,69180,181250,250430
2016,Smith & Nephew,UK,Smith & Nephew Plc,21000,43000,64000
2016,Smithfield Foods,China,WH Group,35650,58000,93650
2016,Smiths Group Services Corp,UK,Smiths Group PLC,51000,94200,145200
2016,Sodexo Inc,France,Sodexo,1500,3000,4500
2016,Solvay America (Solvay SA),Belgium,Solvay SA,29000,29400,58400
2016,Sony Pictures Entertainment (Sony Corp),Japan,Sony Corp,105000,93000,198000
2016,Space Systems/Loral,Canada,MacDonald Dettwiler & Assoc,0,3500,3500
2016,Sprint Communications (SoftBank Corp),Japan,Softbank Corp,107000,142000,250000
2016,SSAB Americas,Sweden,SSAB AB,7000,18500,25500
2016,Standard Insurance Co,Japan,Meiji Yasuda Life Insurance,4000,5000,9000
2016,Steris Corp,UK,Steris PLC,17250,41900,59150
2016,Suddenlink Communications (Altice NV),Netherlands,Altice NV,1500,12250,13750
2016,SUEZ Water,France,SUEZ Environnement,11000,17600,28600
2016,Sunovion Pharmaceuticals,Japan,Sumitomo Chemical,27500,36500,64000
2016,Sunpower Corp,France,Total SA,13700,5700,19400
2016,Swedish Match North America (Swedish Match AB),Sweden,Swedish Match AB,5500,33500,39000
2016,Swiss Re America,Switzerland,Swiss Reinsurance,32000,39500,71500
2016,Syngenta Corp,Switzerland,Syngenta AG,87000,200200,287200
